"G1","G2","failures","studytime","absences","Medu","Fedu","freetime","goout","Dalc","Walc","school","sex","age","address","famsize","Pstatus","Mjob","Fjob","reason","guardian","traveltime","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","health","G3"
8,7,3,2,0,1,3,3,5,1,1,"GP","F",16,"U","GT3","T","at_home","services","home","mother",1,"no","no","no","yes","no","yes","yes","yes",4,3,0
10,11,0,2,4,3,3,4,5,1,1,"GP","F",16,"U","LE3","T","other","other","reputation","mother",2,"no","yes","yes","yes","yes","yes","yes","no",4,4,9
10,9,0,2,4,4,3,4,4,4,4,"GP","M",17,"U","LE3","T","teacher","other","course","mother",2,"no","no","yes","yes","yes","yes","yes","no",4,4,9
13,13,0,2,2,2,2,4,4,1,4,"GP","F",16,"U","GT3","T","services","other","reputation","mother",2,"no","no","yes","yes","no","yes","yes","no",3,5,11
6,5,0,2,4,3,3,3,4,1,4,"GP","M",17,"U","GT3","T","other","other","reputation","father",1,"no","no","no","yes","no","yes","yes","no",4,4,6
10,8,0,NA,10,4,2,3,3,3,4,"GP","M",16,"R","GT3","T","teacher","services","other","mother",1,"no","yes","no","yes","yes","yes","yes","yes",4,3,9
10,10,0,2,4,4,3,2,3,1,1,"GP","M",17,"U","GT3","T","other","other","course","mother",1,"no","yes","no","yes","yes","yes","yes","yes",5,2,11
9,8,0,2,10,4,3,4,3,2,3,"GP","M",16,"U","GT3","T","teacher","other","home","mother",1,"no","yes","yes","yes","yes","yes","yes","no",3,3,8
12,13,0,2,2,3,3,2,NA,1,2,"GP","M",16,"U","GT3","T","services","other","home","mother",1,"no","no","yes","yes","yes","yes","yes","yes",4,3,12
16,17,0,2,0,2,4,4,2,2,3,"GP","F",17,"U","GT3","T","services","services","reputation","father",1,"no","yes","no","yes","yes","yes","no","no",5,5,17
9,NA,0,2,56,3,3,3,3,2,3,"GP","F",17,"U","LE3","T","other","other","reputation","mother",1,"no","yes","no","yes","yes","yes","yes","yes",5,1,8
12,13,0,2,14,3,2,2,2,1,2,"GP","F",16,"U","GT3","T","other","other","reputation","mother",1,"no","yes","yes","no","yes","yes","yes","no",1,1,12
12,12,0,2,12,3,NA,3,4,2,3,"GP","M",17,"U","GT3","T","services","services","other","mother",1,"no","yes","no","yes","yes","yes","yes","yes",4,4,11
11,12,0,1,2,1,2,3,3,1,2,"GP","M",16,"U","GT3","T","services","services","other","mother",1,"no","yes","yes","yes","yes","yes","yes","yes",3,3,11
15,15,0,NA,0,2,1,2,3,1,2,"GP","M",16,"U","LE3","T","other","other","course","mother",1,"no","no","yes","yes","yes","yes","yes","yes",4,5,15
8,7,0,2,6,3,3,3,3,1,3,"GP","F",17,"U","GT3","A","health","other","reputation","mother",1,"no","yes","no","no","no","yes","yes","yes",3,3,9
8,9,0,2,4,1,2,1,3,1,5,"GP","M",17,"R","GT3","T","at_home","other","home","mother",1,"no","no","no","no","yes","yes","no","no",3,3,10
11,12,0,2,10,2,3,3,3,1,1,"GP","F",16,"U","GT3","T","services","services","course","mother",1,"no","no","no","no","yes","yes","yes","no",4,2,13
8,8,0,2,0,1,1,3,3,1,1,"GP","F",17,"U","GT3","T","at_home","services","course","mother",1,"no","no","no","yes","yes","yes","yes","no",5,3,9
7,8,0,2,12,1,NA,4,4,4,5,"GP","M",17,"U","GT3","T","at_home","services","other","other",2,"no","no","yes","yes","no","yes","yes","no",4,5,8
8,NA,0,1,8,3,3,3,2,3,4,"GP","M",16,"R","GT3","T","services","services","reputation","mother",1,"no","yes","no","yes","yes","yes","yes","no",4,5,10
NA,14,0,1,0,2,3,3,3,1,1,"GP","M",16,"U","GT3","T","other","other","home","father",2,"no","no","no","no","yes","yes","yes","no",5,3,14
14,15,0,2,0,2,4,3,2,1,1,"GP","F",17,"U","LE3","T","services","services","course","father",1,"no","no","no","yes","yes","yes","yes","yes",4,5,15
17,15,0,1,4,4,4,NA,3,1,2,"GP","M",17,"U","GT3","T","services","teacher","home","mother",1,"no","no","no","no","yes","yes","yes","no",5,5,16
9,9,0,1,8,3,3,3,4,3,5,"GP","M",16,"R","LE3","T","teacher","other","home","father",3,"no","yes","yes","yes","yes","yes","yes","no",3,3,10
18,18,1,1,24,4,4,2,4,2,NA,"GP","F",17,"U","GT3","T","services","teacher","home","mother",2,"no","yes","no","no","yes","yes","yes","no",4,2,18
9,9,0,2,0,4,4,5,2,1,2,"GP","F",16,"U","LE3","T","teacher","teacher","reputation","mother",1,"no","yes","yes","no","yes","yes","yes","no",4,3,10
16,NA,0,2,2,4,3,3,5,1,5,"GP","F",16,"U","GT3","T","health","other","home","mother",1,"no","yes","no","yes","yes","yes","yes","no",4,2,16
8,NA,0,2,6,2,3,4,3,1,3,"GP","F",16,"U","GT3","T","other","other","reputation","mother",1,"yes","yes","yes","yes","yes","yes","no","no",4,4,10
9,9,0,2,4,1,NA,4,4,1,3,"GP","F",17,"U","GT3","T","other","other","course","mother",1,"no","yes","yes","no","no","yes","no","no",4,1,10
7,6,0,1,18,2,2,3,2,1,2,"GP","F",17,"R","GT3","T","other","other","reputation","mother",1,"no","yes","no","no","yes","yes","yes","no",5,3,6
10,10,0,4,6,2,2,3,5,1,1,"GP","F",16,"R","GT3","T","services","services","reputation","mother",2,"no","yes","yes","yes","no","yes","yes","no",5,5,11
NA,9,1,3,28,3,4,4,3,3,4,"GP","F",17,"U","GT3","T","at_home","services","home","mother",1,"no","yes","yes","no","yes","yes","yes","yes",4,5,9
7,7,3,2,5,3,1,3,3,2,2,"GP","F",16,"U","GT3","A","services","other","course","mother",1,"no","yes","yes","no","yes","yes","yes","no",2,4,7
11,12,0,2,10,4,3,3,2,1,1,"GP","F",16,"U","GT3","T","teacher","other","other","mother",1,"no","no","yes","yes","yes","yes","yes","yes",1,1,13
9,9,0,1,6,1,1,3,2,NA,4,"GP","F",16,"U","GT3","T","at_home","other","home","mother",2,"no","yes","yes","no","yes","yes","no","no",4,5,10
7,7,0,3,6,4,3,4,2,1,1,"GP","F",17,"R","GT3","T","teacher","other","reputation","mother",2,"no","yes","yes","yes","yes","yes","yes","yes",4,4,7
8,8,0,4,10,3,3,3,3,1,2,"GP","F",19,"U","GT3","T","other","other","reputation","other",1,"no","yes","yes","yes","yes","yes","yes","no",4,3,8
12,12,0,2,13,4,4,3,NA,4,5,"GP","M",17,"U","LE3","T","services","other","home","mother",1,"no","yes","yes","no","yes","yes","yes","yes",5,3,13
12,13,0,2,0,2,2,3,4,1,1,"GP","F",16,"U","GT3","A","other","other","reputation","mother",1,"yes","yes","yes","no","yes","yes","yes","no",3,4,14
6,NA,1,2,15,2,2,4,4,2,4,"GP","M",18,"U","GT3","T","services","other","home","mother",1,"no","yes","yes","yes","yes","yes","yes","no",4,5,8
8,10,0,1,12,4,4,2,1,1,2,"GP","F",17,"R","LE3","T","services","other","other","mother",1,"no","yes","yes","no","yes","yes","no","no",5,3,10
14,15,0,2,2,3,2,4,4,1,3,"GP","F",17,"U","LE3","T","other","other","reputation","mother",2,"no","no","yes","no","yes","yes","yes","no",4,1,15
6,6,NA,2,22,4,3,4,5,2,4,"GP","F",17,"U","GT3","T","other","other","reputation","mother",1,"no","no","yes","no","yes","yes","yes","yes",3,1,4
6,6,1,2,13,3,3,2,4,2,4,"GP","M",18,"U","LE3","T","services","health","home","father",1,"no","yes","yes","no","yes","yes","yes","no",3,4,8
7,7,0,1,3,2,3,3,3,1,4,"GP","F",17,"U","GT3","T","at_home","other","home","father",2,"no","yes","yes","no","yes","yes","no","no",3,3,8
9,10,0,3,4,2,2,3,3,1,1,"GP","F",17,"U","GT3","T","at_home","at_home","course","mother",1,"no","yes","yes","yes","yes","yes","yes","no",4,4,10
6,6,0,2,2,2,1,2,5,1,2,"GP","F",17,"R","GT3","T","at_home","services","reputation","mother",2,"no","yes","no","yes","yes","yes","yes","no",4,5,6
6,5,1,3,0,1,1,3,4,1,1,"GP","F",17,"U","GT3","T","at_home","other","reputation","mother",1,"no","yes","no","yes","yes","yes","no","yes",4,5,0
16,16,0,2,2,2,3,3,1,1,1,"GP","F",16,"U","GT3","T","services","teacher","other","mother",1,"yes","no","no","no","yes","yes","yes","no",2,3,17
12,13,0,2,0,2,2,3,3,5,5,"GP","M",18,"U","GT3","T","other","other","home","mother",2,"no","yes","yes","no","yes","yes","yes","no",3,4,13
13,13,0,3,0,4,4,3,2,1,1,"GP","F",16,"U","GT3","T","teacher","services","home","mother",1,"no","yes","no","yes","no","yes","yes","no",5,5,14
9,8,1,2,16,3,1,3,3,1,1,"GP","F",18,"R","GT3","T","other","other","reputation","mother",1,"no","no","no","yes","yes","yes","yes","yes",5,4,7
16,15,0,NA,10,3,2,3,4,1,3,"GP","F",17,"U","GT3","T","other","other","course","mother",1,"no","no","no","yes","no","yes","yes","no",5,3,15
12,11,0,2,2,2,3,3,3,1,3,"GP","M",17,"U","LE3","T","services","services","reputation","father",1,"no","yes","yes","no","no","yes","yes","no",5,3,12
10,8,0,2,14,2,1,3,2,4,5,"GP","M",18,"U","LE3","T","at_home","other","course","mother",4,"yes","yes","yes","yes","yes","yes","yes","yes",4,3,9
12,10,0,3,10,2,1,2,3,1,2,"GP","F",17,"U","GT3","A","other","other","course","mother",2,"no","no","no","yes","yes","yes","yes","yes",3,3,12
13,13,0,2,14,4,3,2,3,1,2,"GP","F",17,"U","LE3","T","health","other","reputation","father",1,"no","no","no","yes","yes","yes","yes","yes",3,3,14
11,11,0,2,4,2,2,5,NA,1,1,"GP","M",17,"R","GT3","T","other","other","course","father",2,"no","yes","yes","yes","yes","yes","yes","no",4,1,11
11,NA,0,2,14,4,4,5,5,1,3,"GP","M",17,"U","GT3","T","teacher","teacher","reputation","mother",1,"yes","yes","no","yes","yes","yes","yes","yes",4,2,9
14,13,0,2,2,4,4,2,4,2,4,"GP","M",16,"U","GT3","T","health","other","reputation","father",1,"no","yes","yes","yes","yes","yes","yes","no",4,1,13
9,7,0,2,18,1,1,4,2,1,1,"GP","M",16,"U","LE3","T","other","other","home","mother",2,"no","yes","yes","no","yes","yes","yes","no",3,5,6
11,9,0,3,10,3,2,3,3,1,NA,"GP","M",16,"U","GT3","T","at_home","other","reputation","mother",2,"no","no","no","yes","yes","yes","yes","yes",5,2,10
14,13,0,2,4,2,2,NA,2,5,5,"GP","M",17,"U","LE3","T","other","other","home","father",1,"no","no","yes","yes","no","yes","yes","yes",4,4,13
NA,12,0,1,20,2,1,5,2,1,1,"GP","F",16,"U","GT3","T","other","other","home","mother",1,"no","no","no","no","yes","yes","yes","yes",4,5,12
13,11,0,2,2,2,1,1,1,1,1,"GP","F",17,"R","GT3","T","at_home","services","course","mother",3,"no","no","no","yes","yes","yes","no","no",2,3,11
7,7,NA,2,0,2,2,5,4,3,5,"GP","M",18,"U","GT3","T","other","services","reputation","father",1,"no","no","no","no","yes","no","yes","no",5,2,0
12,12,0,2,NA,4,3,5,5,1,4,"GP","M",17,"U","LE3","T","health","other","course","mother",2,"no","no","no","yes","yes","yes","yes","yes",2,5,12
10,11,0,2,2,4,NA,3,3,2,3,"GP","M",17,"R","LE3","A","teacher","other","course","mother",2,"no","yes","yes","no","yes","yes","yes","no",3,4,12
6,0,0,1,0,4,3,4,5,1,1,"GP","M",16,"U","LE3","T","teacher","other","course","mother",1,"no","no","no","yes","no","yes","yes","no",5,3,0
13,12,0,NA,0,4,4,3,2,1,2,"GP","M",16,"U","GT3","T","services","services","course","mother",1,"no","no","no","yes","yes","yes","yes","no",5,5,12
7,NA,0,3,0,2,1,4,4,1,1,"GP","F",18,"U","GT3","T","other","other","course","other",2,"no","yes","yes","no","no","yes","yes","yes",4,3,0
18,18,0,1,6,2,1,3,3,1,1,"GP","M",16,"U","GT3","T","other","other","course","mother",3,"no","no","no","no","yes","yes","yes","no",4,4,18
12,12,0,1,4,2,3,2,2,1,1,"GP","M",17,"U","GT3","T","other","other","course","father",2,"no","no","no","no","yes","yes","yes","no",5,2,13
6,8,3,1,16,3,1,4,5,5,5,"GP","M",22,"U","GT3","T","services","services","other","mother",1,"no","no","no","no","no","no","yes","yes",5,1,8
3,5,1,2,8,3,3,3,3,1,3,"GP","M",18,"R","LE3","T","other","services","course","mother",1,"no","yes","no","no","yes","yes","yes","yes",4,5,5
13,15,NA,1,0,0,2,3,2,2,4,"GP","M",16,"U","GT3","T","other","other","other","mother",1,"no","no","yes","no","no","yes","yes","no",4,5,15
6,8,1,NA,0,3,2,4,5,2,4,"GP","M",18,"U","GT3","T","services","other","course","mother",2,"no","no","no","no","yes","no","yes","no",4,5,8
7,10,NA,2,6,3,3,3,3,1,3,"GP","M",16,"U","GT3","T","at_home","other","reputation","other",3,"yes","yes","no","no","no","yes","yes","no",5,2,10
6,9,1,1,4,2,1,2,5,2,5,"GP","M",18,"U","GT3","T","services","services","other","mother",1,"no","no","no","no","no","no","yes","no",3,5,8
8,9,0,1,0,2,1,3,2,1,3,"GP","M",16,"R","GT3","T","other","other","course","mother",2,"no","no","no","yes","no","yes","no","no",3,3,8
8,12,0,1,0,2,1,4,2,2,4,"GP","M",17,"R","GT3","T","other","other","course","mother",1,"no","no","no","no","no","yes","yes","no",4,5,12
7,9,1,1,2,1,1,4,4,1,2,"GP","M",17,"U","LE3","T","health","other","course","mother",2,"no","yes","no","yes","yes","yes","yes","no",4,5,8
14,12,0,4,6,4,2,2,3,1,1,"GP","F",17,"U","LE3","T","teacher","services","reputation","mother",1,"no","yes","yes","yes","yes","yes","yes","no",4,4,13
11,11,NA,2,12,4,3,3,1,1,1,"GP","M",19,"U","LE3","A","services","at_home","reputation","mother",1,"no","yes","no","no","yes","yes","yes","no",4,1,11
15,14,0,2,8,2,1,2,NA,1,2,"GP","M",18,"U","GT3","T","other","other","home","mother",1,"no","no","no","yes","yes","yes","yes","no",5,4,14
10,9,0,4,0,2,2,4,1,1,1,"GP","F",17,"U","LE3","T","services","services","course","father",1,"no","no","yes","yes","yes","yes","yes","yes",3,2,0
17,18,0,2,21,NA,3,1,2,1,3,"GP","F",18,"U","GT3","T","services","other","home","father",1,"no","yes","yes","no","yes","yes","yes","yes",3,2,18
8,8,0,2,2,4,3,3,2,1,1,"GP","M",18,"U","GT3","T","teacher","other","course","mother",1,"no","yes","yes","no","no","yes","yes","no",4,3,8
13,12,0,3,1,3,2,3,2,1,1,"GP","M",18,"R","GT3","T","other","other","course","mother",1,"no","no","no","yes","no","yes","no","no",5,3,12
10,9,0,3,4,3,3,2,3,1,1,"GP","F",17,"U","GT3","T","other","other","home","mother",1,"no","no","no","yes","no","yes","no","no",3,4,9
9,10,0,3,0,2,2,3,3,1,1,"GP","F",18,"U","GT3","T","at_home","services","home","mother",1,"no","yes","yes","yes","yes","yes","yes","yes",4,3,0
17,NA,0,2,13,3,4,2,5,3,4,"GP","M",18,"R","LE3","A","other","other","reputation","mother",2,"no","yes","yes","yes","yes","yes","yes","no",4,1,17
9,9,0,2,2,3,1,4,4,3,4,"GP","M",17,"U","GT3","T","services","other","other","mother",1,"no","no","yes","yes","yes","yes","yes","yes",5,5,10
12,10,0,NA,8,4,4,3,4,2,2,"GP","F",18,"R","GT3","T","teacher","other","reputation","mother",2,"no","no","yes","yes","yes","yes","yes","no",4,4,11
10,9,0,2,10,NA,2,4,5,1,3,"GP","M",18,"U","GT3","T","health","other","reputation","father",1,"no","yes","yes","yes","yes","yes","yes","yes",5,5,10
6,0,0,2,0,2,1,3,5,1,2,"GP","F",18,"R","GT3","T","other","other","reputation","mother",2,"no","yes","no","no","yes","no","yes","yes",4,3,0
9,9,2,2,15,3,3,3,5,3,3,"GP","F",19,"U","GT3","T","other","services","home","other",1,"no","yes","yes","yes","yes","yes","yes","no",4,5,9
15,14,0,NA,4,2,3,5,5,1,3,"GP","F",18,"U","GT3","T","other","services","reputation","father",1,"no","yes","yes","yes","yes","yes","yes","yes",4,2,14
11,11,0,2,2,1,1,4,3,1,1,"GP","F",18,"U","LE3","T","other","other","home","mother",2,"no","yes","yes","no","no","yes","no","no",4,3,11
15,14,0,2,NA,1,2,5,2,2,2,"GP","M",17,"R","GT3","T","at_home","at_home","home","mother",1,"no","yes","yes","yes","no","yes","no","yes",3,1,14
10,10,0,2,2,2,4,3,3,1,1,"GP","F",17,"U","GT3","T","at_home","health","reputation","mother",2,"no","yes","yes","no","yes","yes","yes","yes",4,1,10
12,12,0,2,6,2,2,4,4,2,3,"GP","F",17,"U","LE3","T","services","other","course","mother",2,"yes","yes","yes","no","yes","yes","yes","yes",4,5,12
10,9,0,2,75,3,2,1,1,1,NA,"GP","F",18,"R","GT3","A","other","services","home","mother",2,"no","no","no","no","no","no","yes","yes",4,5,9
9,9,0,1,22,4,4,2,4,1,4,"GP","M",18,"U","GT3","T","teacher","services","home","mother",2,"no","no","yes","yes","yes","yes","yes","no",3,3,9
9,8,1,NA,15,4,4,4,4,1,1,"GP","F",18,"U","GT3","T","health","health","reputation","father",1,"yes","yes","no","yes","yes","yes","yes","yes",2,4,8
10,11,0,1,8,4,3,2,3,1,2,"GP","M",18,"U","LE3","T","teacher","services","course","mother",2,"no","no","yes","yes","yes","yes","yes","no",4,1,10
NA,8,0,1,30,4,1,5,4,2,4,"GP","M",17,"U","LE3","A","services","other","home","mother",2,"no","no","yes","yes","yes","yes","yes","yes",4,5,8
11,9,1,1,19,3,2,4,4,3,4,"GP","M",17,"U","LE3","A","teacher","services","home","mother",1,"no","no","no","no","yes","yes","yes","no",4,3,10
12,12,0,4,1,1,1,2,2,1,1,"GP","F",18,"R","LE3","T","at_home","other","reputation","mother",2,"no","yes","yes","yes","yes","yes","no","no",5,3,12
8,9,0,2,4,1,1,4,4,1,1,"GP","F",18,"U","GT3","T","other","other","home","mother",2,"yes","no","no","yes","yes","yes","yes","no",5,4,10
10,9,0,2,4,2,2,4,5,NA,2,"GP","F",17,"U","GT3","T","other","other","course","mother",1,"no","yes","no","no","no","yes","yes","no",5,5,11
12,10,0,2,2,1,1,3,3,1,2,"GP","M",17,"U","GT3","T","other","other","reputation","father",1,"no","no","yes","no","no","yes","yes","no",4,4,11
18,18,0,3,5,2,2,3,3,1,2,"GP","F",18,"U","GT3","T","at_home","at_home","other","mother",1,"no","yes","yes","no","yes","yes","yes","no",4,2,19
13,12,0,3,6,1,1,3,3,1,1,"GP","F",17,"U","GT3","T","services","teacher","reputation","mother",1,"no","yes","yes","no","yes","yes","yes","no",4,3,12
15,14,NA,3,6,2,1,2,4,1,3,"GP","M",18,"U","GT3","T","services","services","reputation","mother",1,"no","no","yes","yes","yes","yes","yes","no",4,2,14
15,NA,0,2,9,4,4,4,3,1,1,"GP","M",18,"U","LE3","A","teacher","teacher","reputation","mother",1,"no","yes","yes","yes","yes","yes","yes","no",5,2,15
12,11,NA,2,11,4,2,3,2,1,4,"GP","M",18,"U","GT3","T","teacher","other","home","mother",1,"no","yes","yes","yes","yes","yes","yes","yes",4,5,11
15,15,0,3,0,4,3,2,2,1,2,"GP","F",17,"U","GT3","T","health","services","reputation","mother",1,"no","yes","yes","no","yes","yes","yes","no",4,3,15
12,12,1,2,12,2,1,4,3,1,1,"GP","F",18,"U","LE3","T","services","at_home","reputation","mother",1,"no","no","no","no","yes","yes","yes","yes",5,5,13
18,18,0,4,6,3,1,1,2,1,1,"GP","F",17,"R","LE3","T","services","other","reputation","mother",2,"no","yes","yes","no","yes","yes","no","no",3,3,18
14,13,0,3,8,3,2,4,2,1,1,"GP","M",18,"R","LE3","T","services","other","reputation","mother",2,"no","yes","yes","yes","yes","yes","yes","no",5,4,14
14,12,0,1,4,3,3,4,3,1,3,"GP","M",17,"U","GT3","T","health","other","home","mother",1,"no","yes","yes","no","yes","yes","yes","no",4,5,11
10,9,0,2,0,4,4,3,4,2,3,"GP","F",19,"U","GT3","T","health","other","reputation","other",2,"no","yes","yes","yes","yes","yes","yes","no",2,2,0
10,8,0,2,10,4,3,4,5,1,2,"GP","F",18,"U","LE3","T","other","other","home","other",2,"no","yes","yes","no","yes","yes","yes","yes",4,2,8
NA,13,0,4,0,4,3,3,3,1,1,"GP","F",18,"U","GT3","T","other","other","reputation","father",1,"no","yes","yes","no","yes","yes","yes","no",4,3,14
16,15,0,1,NA,4,4,4,2,2,2,"GP","M",18,"U","LE3","T","teacher","teacher","home","mother",1,"no","yes","yes","no","yes","yes","yes","yes",1,1,16
12,10,0,2,14,4,4,2,4,NA,1,"GP","F",18,"U","LE3","A","health","other","home","mother",1,"no","yes","no","no","yes","yes","yes","yes",4,4,11
11,11,0,1,0,4,4,1,1,2,2,"GP","M",17,"U","LE3","T","other","teacher","home","father",2,"no","no","yes","no","yes","yes","yes","no",4,5,10
15,12,0,3,0,4,2,3,3,1,1,"GP","F",17,"U","GT3","T","other","other","reputation","mother",2,"no","yes","yes","no","yes","yes","yes","no",4,3,14
17,17,0,4,0,3,2,2,2,1,2,"GP","F",17,"U","GT3","T","health","health","reputation","father",1,"no","yes","yes","yes","no","yes","yes","no",5,5,18
15,14,1,2,20,3,3,4,4,1,1,"GP","M",19,"U","GT3","T","other","other","home","other",1,"no","yes","no","yes","yes","yes","yes","yes",4,3,13
14,12,1,2,8,2,4,4,3,1,1,"GP","F",18,"U","GT3","T","services","at_home","reputation","other",1,"no","yes","yes","yes","yes","yes","yes","no",4,3,12
NA,18,0,1,0,3,2,5,3,1,1,"GP","M",20,"U","GT3","A","services","other","course","other",1,"no","no","no","yes","yes","yes","no","no",5,5,18
8,9,1,1,38,NA,4,3,4,1,1,"GP","M",19,"U","GT3","T","teacher","services","reputation","other",2,"no","yes","yes","no","yes","yes","yes","yes",4,4,8
15,12,1,2,0,3,3,5,3,1,2,"GP","M",19,"R","GT3","T","other","services","reputation","father",1,"no","no","no","yes","yes","yes","no","yes",4,5,12
12,10,1,2,18,1,1,4,3,1,3,"GP","F",19,"U","LE3","T","at_home","other","reputation","other",1,"yes","yes","no","yes","no","yes","yes","no",4,3,10
9,9,1,2,0,1,2,2,4,2,2,"GP","F",19,"U","LE3","T","services","services","home","other",1,"no","no","no","yes","no","yes","no","yes",4,3,0
14,12,0,2,20,2,1,4,1,1,1,"GP","F",19,"U","GT3","T","at_home","other","other","other",3,"no","yes","no","no","yes","no","yes","yes",3,2,13
13,NA,1,2,3,1,2,5,2,2,2,"GP","M",19,"U","GT3","T","other","services","course","other",1,"no","no","no","no","no","yes","yes","no",4,4,11
13,10,1,2,22,3,2,2,NA,1,2,"GP","F",19,"U","LE3","T","services","other","reputation","other",2,"no","yes","yes","no","no","yes","yes","yes",4,1,11
15,13,2,3,14,1,1,NA,2,1,1,"GP","F",19,"U","GT3","T","at_home","health","home","other",1,"no","no","no","no","no","yes","yes","yes",4,3,13
13,11,NA,3,40,2,3,1,2,1,1,"GP","F",19,"R","GT3","T","other","other","reputation","other",1,"no","no","no","no","yes","yes","yes","yes",4,3,11
8,8,0,2,0,2,1,3,3,1,2,"GP","F",18,"U","GT3","T","services","other","course","mother",2,"no","yes","yes","yes","yes","yes","yes","no",5,1,0
9,10,0,3,9,4,3,3,4,1,1,"GP","F",18,"U","GT3","T","other","other","course","mother",1,"no","yes","yes","yes","yes","yes","yes","yes",4,5,9
11,11,0,3,0,3,4,3,4,2,5,"GP","F",17,"R","GT3","T","at_home","services","course","father",1,"no","yes","yes","yes","no","yes","yes","no",4,5,10
11,11,0,2,2,4,4,4,4,3,3,"GP","F",18,"U","GT3","T","teacher","other","course","mother",1,"no","yes","yes","no","yes","yes","yes","no",4,5,11
13,13,NA,2,23,4,3,2,2,1,2,"GP","F",17,"U","GT3","A","services","services","course","mother",1,"no","yes","yes","no","yes","yes","yes","yes",5,5,13
11,9,0,2,12,2,2,2,2,1,1,"GP","F",17,"U","GT3","T","other","other","course","mother",1,"no","yes","no","no","yes","yes","no","yes",4,3,9
11,11,0,3,3,2,2,3,2,2,2,"GP","F",17,"R","LE3","T","services","services","course","mother",1,"no","yes","yes","yes","yes","yes","yes","no",3,3,11
12,14,0,3,1,3,1,4,NA,2,3,"GP","F",17,"U","GT3","T","services","services","course","father",1,"no","yes","no","no","no","yes","yes","no",3,5,15
16,15,NA,3,0,0,2,3,3,2,3,"GP","F",17,"U","LE3","T","at_home","at_home","home","father",2,"no","no","no","no","yes","yes","yes","no",3,2,15
9,12,0,3,3,4,4,3,3,2,2,"GP","M",18,"U","GT3","T","other","other","course","mother",1,"no","no","no","yes","yes","yes","yes","no",4,3,11
14,15,0,1,3,3,3,3,5,3,5,"GP","M",17,"U","GT3","T","other","services","reputation","mother",1,"no","no","no","yes","no","yes","yes","no",4,5,16
11,NA,0,1,8,2,2,4,5,5,5,"GP","M",17,"R","GT3","T","services","other","course","mother",4,"no","yes","no","no","yes","yes","yes","no",4,4,10
10,9,0,3,7,NA,4,4,4,1,3,"GP","F",17,"U","GT3","T","teacher","services","course","mother",1,"no","yes","yes","yes","yes","yes","yes","no",5,4,9
14,14,0,3,4,4,4,3,3,1,2,"GP","F",17,"U","GT3","T","teacher","teacher","course","mother",2,"no","yes","yes","no","no","yes","yes","yes",4,4,14
9,8,0,4,2,2,2,5,5,2,NA,"GP","M",18,"U","LE3","T","other","other","course","mother",1,"no","yes","no","yes","yes","yes","yes","no",4,5,8
12,14,0,3,NA,2,4,4,3,1,1,"GP","F",17,"R","GT3","T","at_home","other","course","father",1,"no","yes","no","no","yes","yes","yes","yes",4,5,14
7,0,0,2,0,3,3,3,4,1,1,"GP","F",18,"U","GT3","T","services","services","home","mother",1,"no","no","no","yes","yes","yes","yes","no",5,4,0
8,8,0,2,0,2,2,3,3,1,1,"GP","F",18,"U","LE3","T","other","other","home","other",1,"no","no","no","yes","no","yes","yes","yes",4,2,0
10,9,0,4,0,2,NA,4,4,1,1,"GP","F",18,"R","GT3","T","at_home","other","course","mother",2,"no","no","no","yes","yes","yes","no","no",4,4,0
16,15,0,3,16,NA,4,4,5,1,3,"GP","F",17,"U","GT3","T","services","other","course","mother",1,"no","no","no","no","yes","yes","yes","no",4,5,15
14,13,NA,3,12,3,1,4,3,1,2,"GP","F",19,"R","GT3","A","services","at_home","home","other",1,"no","no","yes","no","yes","yes","no","no",5,5,13
7,8,NA,2,0,3,2,3,2,2,3,"GP","F",17,"U","GT3","T","other","other","home","mother",1,"no","yes","yes","no","yes","yes","yes","yes",4,2,0
16,15,0,4,7,3,3,3,3,1,1,"GP","F",18,"U","LE3","T","services","services","home","mother",1,"no","yes","no","no","yes","yes","yes","no",5,1,17
9,10,0,2,4,3,2,NA,3,2,3,"GP","F",17,"R","GT3","A","other","other","home","mother",1,"no","yes","yes","no","yes","yes","yes","no",4,2,10
11,12,1,3,4,2,1,3,4,1,3,"GP","F",19,"U","GT3","T","services","services","home","other",1,"no","no","yes","yes","yes","yes","yes","yes",4,3,11
10,10,1,2,0,4,4,3,3,NA,2,"GP","M",18,"U","GT3","T","teacher","services","home","father",1,"no","yes","no","yes","yes","yes","yes","no",4,2,0
16,15,0,2,NA,3,4,3,3,1,3,"GP","M",18,"U","LE3","T","services","other","home","mother",1,"no","no","no","yes","yes","yes","yes","yes",4,5,15
9,8,1,2,0,2,2,3,1,1,2,"GP","F",17,"U","GT3","A","at_home","at_home","home","father",1,"no","yes","no","no","yes","yes","yes","yes",3,4,0
11,NA,0,3,4,2,3,3,3,1,2,"GP","F",18,"U","GT3","T","at_home","other","course","mother",1,"no","yes","no","no","yes","yes","yes","no",4,3,10
13,13,0,3,NA,3,2,4,3,2,3,"GP","F",18,"U","GT3","T","other","services","other","mother",1,"no","no","no","no","yes","yes","yes","yes",5,1,14
16,15,0,3,9,4,3,NA,2,1,2,"GP","M",18,"R","GT3","T","teacher","services","course","mother",1,"no","no","no","no","yes","yes","yes","yes",5,4,16
