_id,STRUCTURE_NAME,ACTION,RK_IMD,Competitiveness Ranking,FAC,Factor by IMD,SUBFAC,Sub Factor by IMD,IMD_IND,IMD indicators,COUNTRY,Country,FREQ,Frequency,TIME_PERIOD,Time Period,OBS_VALUE,Observation Value,SOURCE,Source,UNIT,Unit
218,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR03,Business efficiency,WCR0303,finance,_T,Total,CH,Switzerland,A,Annual,2563,,1,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
219,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR03,Business efficiency,WCR0303,finance,_T,Total,CH,Switzerland,A,Annual,2564,,1,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
220,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR03,Business efficiency,WCR0303,finance,_T,Total,CH,Switzerland,A,Annual,2565,,1,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
221,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR03,Business efficiency,WCR0303,finance,_T,Total,TH,Thailand,A,Annual,2562,,19,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
222,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR03,Business efficiency,WCR0303,finance,_T,Total,TH,Thailand,A,Annual,2563,,24,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
223,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR03,Business efficiency,WCR0303,finance,_T,Total,TH,Thailand,A,Annual,2564,,24,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
224,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR03,Business efficiency,WCR0303,finance,_T,Total,TH,Thailand,A,Annual,2565,,27,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
225,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR03,Business efficiency,WCR0305,Attitude and values,_T,Total,TH,Thailand,A,Annual,2562,,26,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
226,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR03,Business efficiency,WCR0305,Attitude and values,_T,Total,TH,Thailand,A,Annual,2563,,20,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
227,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR03,Business efficiency,WCR0305,Attitude and values,_T,Total,TH,Thailand,A,Annual,2564,,20,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
228,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR03,Business efficiency,WCR0305,Attitude and values,_T,Total,TH,Thailand,A,Annual,2565,,25,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
229,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR04,Infrastructure,WCR0403,Science infrastructure,_T,Total,SG,Singapore,A,Annual,2562,,14,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
230,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR04,Infrastructure,WCR0403,Science infrastructure,_T,Total,SG,Singapore,A,Annual,2563,,15,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
231,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR04,Infrastructure,WCR0403,Science infrastructure,_T,Total,SG,Singapore,A,Annual,2564,,17,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
232,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR04,Infrastructure,WCR0403,Science infrastructure,_T,Total,SG,Singapore,A,Annual,2565,,16,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
233,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR04,Infrastructure,WCR0405,Education,_T,Total,SG,Singapore,A,Annual,2562,,2,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
234,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR04,Infrastructure,WCR0405,Education,_T,Total,SG,Singapore,A,Annual,2563,,2,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
235,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR04,Infrastructure,WCR0405,Education,_T,Total,SG,Singapore,A,Annual,2564,,7,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
236,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR04,Infrastructure,WCR0405,Education,_T,Total,SG,Singapore,A,Annual,2565,,6,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
237,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR01,Knowledge,WDCR0102,การฝึกอบรมและการศึกษา,WDCR010206,Women with degrees,TH,Thailand,A,Annual,2560,,44,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
238,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR01,Knowledge,WDCR0102,การฝึกอบรมและการศึกษา,WDCR010206,Women with degrees,TH,Thailand,A,Annual,2561,,44,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
239,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR01,Knowledge,WDCR0102,การฝึกอบรมและการศึกษา,WDCR010206,Women with degrees,TH,Thailand,A,Annual,2562,,45,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
240,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR01,Knowledge,WDCR0102,การฝึกอบรมและการศึกษา,WDCR010206,Women with degrees,TH,Thailand,A,Annual,2563,,47,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
241,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR01,Knowledge,WDCR0102,การฝึกอบรมและการศึกษา,WDCR010206,Women with degrees,TH,Thailand,A,Annual,2564,,47,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
242,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR01,Knowledge,WDCR0102,การฝึกอบรมและการศึกษา,WDCR010206,Women with degrees,TH,Thailand,A,Annual,2565,,48,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
243,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0201,โครงสร้างการควบคุม,WDCR020105,Scientific research legislation,TH,Thailand,A,Annual,2560,,38,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
244,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0201,โครงสร้างการควบคุม,WDCR020105,Scientific research legislation,TH,Thailand,A,Annual,2561,,36,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
245,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0201,โครงสร้างการควบคุม,WDCR020105,Scientific research legislation,TH,Thailand,A,Annual,2562,,37,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
246,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0201,โครงสร้างการควบคุม,WDCR020105,Scientific research legislation,TH,Thailand,A,Annual,2563,,28,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
247,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0201,โครงสร้างการควบคุม,WDCR020105,Scientific research legislation,TH,Thailand,A,Annual,2564,,31,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
248,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0201,โครงสร้างการควบคุม,WDCR020105,Scientific research legislation,TH,Thailand,A,Annual,2565,,39,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
249,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0202,เงินทุน,WDCR020201,IT & media stock market capitalization,TH,Thailand,A,Annual,2560,,17,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
250,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0202,เงินทุน,WDCR020201,IT & media stock market capitalization,TH,Thailand,A,Annual,2561,,23,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
251,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0202,เงินทุน,WDCR020201,IT & media stock market capitalization,TH,Thailand,A,Annual,2562,,23,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
252,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0202,เงินทุน,WDCR020201,IT & media stock market capitalization,TH,Thailand,A,Annual,2563,,20,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
253,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0202,เงินทุน,WDCR020201,IT & media stock market capitalization,TH,Thailand,A,Annual,2564,,16,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
254,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0202,เงินทุน,WDCR020201,IT & media stock market capitalization,TH,Thailand,A,Annual,2565,,17,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
255,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR01,Knowledge,WDCR0103,ความเข้มข้นทางวิทยาศาสตร์,_T,Total,HK,"Hong Kong, China",A,Annual,2562,,16,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
256,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR01,Knowledge,WDCR0103,ความเข้มข้นทางวิทยาศาสตร์,_T,Total,HK,"Hong Kong, China",A,Annual,2563,,17,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
257,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR01,Knowledge,WDCR0103,ความเข้มข้นทางวิทยาศาสตร์,_T,Total,HK,"Hong Kong, China",A,Annual,2564,,14,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
258,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR01,Knowledge,WDCR0103,ความเข้มข้นทางวิทยาศาสตร์,_T,Total,HK,"Hong Kong, China",A,Annual,2565,,18,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
259,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0201,โครงสร้างการควบคุม,_T,Total,SE,Sweden,A,Annual,2562,,5,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
260,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0201,โครงสร้างการควบคุม,_T,Total,SE,Sweden,A,Annual,2563,,5,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
261,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0201,โครงสร้างการควบคุม,_T,Total,SE,Sweden,A,Annual,2564,,3,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
262,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0201,โครงสร้างการควบคุม,_T,Total,SE,Sweden,A,Annual,2565,,2,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
263,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,WCR0101,Domestic economy,_T,Total,CH,Switzerland,A,Annual,2562,,6,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
264,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,WCR0101,Domestic economy,_T,Total,CH,Switzerland,A,Annual,2563,,4,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
265,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,WCR0101,Domestic economy,_T,Total,CH,Switzerland,A,Annual,2564,,4,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
266,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,WCR0101,Domestic economy,_T,Total,CH,Switzerland,A,Annual,2565,,7,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
267,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,WCR0101,Domestic economy,_T,Total,TH,Thailand,A,Annual,2562,,30,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
268,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,WCR0101,Domestic economy,_T,Total,TH,Thailand,A,Annual,2563,,38,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
269,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,WCR0101,Domestic economy,_T,Total,TH,Thailand,A,Annual,2564,,41,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
270,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,WCR0101,Domestic economy,_T,Total,TH,Thailand,A,Annual,2565,,51,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
271,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,WCR0102,International trade,_T,Total,TH,Thailand,A,Annual,2562,,6,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
272,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,WCR0102,International trade,_T,Total,TH,Thailand,A,Annual,2563,,5,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
273,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,WCR0102,International trade,_T,Total,TH,Thailand,A,Annual,2564,,21,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
274,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,WCR0102,International trade,_T,Total,TH,Thailand,A,Annual,2565,,37,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
275,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,WCR0103,International investment,_T,Total,TH,Thailand,A,Annual,2562,,21,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
276,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,WCR0103,International investment,_T,Total,TH,Thailand,A,Annual,2563,,29,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
277,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,WCR0103,International investment,_T,Total,TH,Thailand,A,Annual,2564,,32,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
278,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,WCR0103,International investment,_T,Total,TH,Thailand,A,Annual,2565,,33,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
279,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,WCR0105,Price level,_T,Total,CH,Switzerland,A,Annual,2562,,57,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
280,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,WCR0105,Price level,_T,Total,CH,Switzerland,A,Annual,2563,,57,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
281,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,WCR0105,Price level,_T,Total,CH,Switzerland,A,Annual,2564,,58,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
282,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,WCR0105,Price level,_T,Total,CH,Switzerland,A,Annual,2565,,59,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
283,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0201,Fiscal status,_T,Total,DK,Denmark,A,Annual,2562,,11,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
284,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0201,Fiscal status,_T,Total,DK,Denmark,A,Annual,2563,,4,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
285,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0201,Fiscal status,_T,Total,DK,Denmark,A,Annual,2564,,5,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
286,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0201,Fiscal status,_T,Total,DK,Denmark,A,Annual,2565,,4,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
287,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0201,Fiscal status,_T,Total,NL,Netherlands,A,Annual,2562,,8,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
288,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0201,Fiscal status,_T,Total,NL,Netherlands,A,Annual,2563,,8,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
289,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0201,Fiscal status,_T,Total,NL,Netherlands,A,Annual,2564,,10,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
290,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0201,Fiscal status,_T,Total,NL,Netherlands,A,Annual,2565,,12,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
291,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0202,Tax policy,_T,Total,DK,Denmark,A,Annual,2562,,41,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
292,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0202,Tax policy,_T,Total,DK,Denmark,A,Annual,2563,,40,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
293,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0202,Tax policy,_T,Total,DK,Denmark,A,Annual,2564,,56,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
294,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0202,Tax policy,_T,Total,DK,Denmark,A,Annual,2565,,57,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
295,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR03,Business efficiency,WCR0301,Production and efficiency,_T,Total,HK,"Hong Kong, China",A,Annual,2562,,8,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
296,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR03,Business efficiency,WCR0301,Production and efficiency,_T,Total,HK,"Hong Kong, China",A,Annual,2563,,6,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
297,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR03,Business efficiency,WCR0301,Production and efficiency,_T,Total,HK,"Hong Kong, China",A,Annual,2564,,9,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
298,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR03,Business efficiency,WCR0301,Production and efficiency,_T,Total,HK,"Hong Kong, China",A,Annual,2565,,6,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
299,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR03,Business efficiency,WCR0305,Attitude and values,_T,Total,HK,"Hong Kong, China",A,Annual,2562,,3,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
300,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR03,Business efficiency,WCR0305,Attitude and values,_T,Total,HK,"Hong Kong, China",A,Annual,2563,,5,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
301,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR03,Business efficiency,WCR0305,Attitude and values,_T,Total,HK,"Hong Kong, China",A,Annual,2564,,8,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
302,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR03,Business efficiency,WCR0305,Attitude and values,_T,Total,HK,"Hong Kong, China",A,Annual,2565,,16,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
303,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR04,Infrastructure,WCR0401,Basic utilities,_T,Total,SE,Sweden,A,Annual,2562,,8,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
304,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR04,Infrastructure,WCR0401,Basic utilities,_T,Total,SE,Sweden,A,Annual,2563,,7,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
305,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR04,Infrastructure,WCR0401,Basic utilities,_T,Total,SE,Sweden,A,Annual,2564,,10,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
306,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR04,Infrastructure,WCR0401,Basic utilities,_T,Total,SE,Sweden,A,Annual,2565,,9,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
307,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR04,Infrastructure,WCR0402,Technology infrastructure,_T,Total,SE,Sweden,A,Annual,2562,,8,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
308,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR04,Infrastructure,WCR0402,Technology infrastructure,_T,Total,SE,Sweden,A,Annual,2563,,2,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
309,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR04,Infrastructure,WCR0402,Technology infrastructure,_T,Total,SE,Sweden,A,Annual,2564,,3,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
310,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR04,Infrastructure,WCR0402,Technology infrastructure,_T,Total,SE,Sweden,A,Annual,2565,,5,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
311,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR04,Infrastructure,WCR0403,Science infrastructure,_T,Total,SE,Sweden,A,Annual,2562,,8,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
