"student_id","choose_method","concepts","interpretation","submit_time","percent_submit","assignment_score","cheat_index"
"student_336",20,41.6666666666667,27.7777777777778,122.57078458334,100,82.5,0.810347119165392
"student_337",0,28.5714285714286,50,166.513859999975,88.8888888888889,78.5714285714286,0.987488316874329
"student_338",20,7.14285714285714,37.5,164.701238750021,100,95,0.889921707705832
"student_339",40,28.5714285714286,37.5,169.241404861112,100,77.5,0.977998639819008
"student_340",20,35.7142857142857,37.5,161.010995972223,100,91.4285714285714,0.637058034505142
"student_341",40,16.6666666666667,22.2222222222222,105.728519791663,100,82.5,0.799351869818307
"student_342",20,35.7142857142857,25,176.941763055556,88.8888888888889,67.0833333333333,0.407235774629033
"student_343",0,7.14285714285714,43.75,144.98897763888,100,92.5,0.848127141102317
"student_344",50,71.4285714285714,75,32.7326543749869,100,82.5,0.75368061972176
"student_345",30,42.8571428571429,31.25,120.03085638889,100,80,0.715418218703659
"student_346",30,57.1428571428571,37.5,172.796120000018,100,75,0.552647574768414
"student_347",20,28.5714285714286,43.75,139.79807444445,100,69.0476190476191,0.453337950840146
"student_348",0,28.5714285714286,25,140.690713888903,88.8888888888889,75.1785714285714,0.853536898250591
"student_349",30,57.1428571428571,50,158.530485416684,88.8888888888889,65,0.605648960180911
"student_350",20,42.8571428571429,18.75,176.692148194446,88.8888888888889,90.7142857142857,0.987373246781502
"student_351",60,50,43.75,136.541005555557,88.8888888888889,70,0.722031970094935
"student_352",20,57.1428571428571,68.75,137.240156458335,100,70.8333333333333,0.810314032067634
"student_353",30,42.8571428571429,43.75,130.560302777787,100,87.5,0.678689456169746
"student_354",30,28.5714285714286,56.25,152.299392777764,100,87.5,0.661357450379158
"student_355",20,21.4285714285714,25,168.077265972197,88.8888888888889,92.5,0.676656478334337
"student_356",20,28.5714285714286,31.25,176.403080277774,77.7777777777778,92.5,0.826272822481807
"student_357",20,35.7142857142857,25,179.055484583345,88.8888888888889,73.3333333333333,0.548420139675466
"student_358",50,64.2857142857143,50,150.8020636111,100,76.25,0.838799156311794
"student_359",20,42.8571428571429,50,181.944849722253,77.7777777777778,73.3333333333333,0.752641637181067
"student_360",40,50,56.25,167.696127499971,88.8888888888889,73.3333333333333,0.951927084441564
"student_361",20,42.8571428571429,50,116.934775555564,100,67.9761904761905,0.565980554467168
"student_362",40,64.2857142857143,43.75,182.173675694433,88.8888888888889,72.5,0.462665273451203
"student_363",40,42.8571428571429,62.5,149.518922986107,100,64.5833333333333,0.889065600474571
"student_364",30,50,43.75,149.838487916672,100,70.8333333333333,0.667397410905045
"student_365",10,28.5714285714286,50,143.848827013903,100,72.5,0.844468312226718
"student_366",20,64.2857142857143,81.25,180.838048611085,88.8888888888889,83.3333333333333,0.953816767845759
"student_367",40,64.2857142857143,56.25,149.110134861105,100,82.5,0.881329101297891
