"student.id","school.type","gender","location","ach","learn.style","study.hr","extra.act","extra.act.hr","self.esteem","social.skill","satisfac","sch.belong_ordinal","sch.absent","par.involv_ordinal","motiv_ordinal","acad.goal","time.manage1","time.manage2","acad.axiety1","acad.axiety2","acad.axiety3","acad.axiety4","acad.axiety5","teach.sup1","teach.sup2","teach.sup3","teach.sup4","teach.sup5","lrn.environ1","lrn.environ2","lrn.environ3","lrn.environ4","lrn.environ5"
323,"Public","หญิง","ภาคเหนือ",53.434096305783044,"เรียนผ่านการลงมือทำ",9.8,"กีฬา",0.6,5.8,11.6,2,"2",9,"5","5","เพื่อศึกษาต่อในประเทศ",11.3,12.8,"3","3","3","3","3","3","3","3","3","3","3","1","2","2","1"
324,"Public","ชาย","ภาคเหนือ",38.10649967201633,"เรียนผ่านการลงมือทำ",9.5,"ชมรมวิชาการ",1,5.3,3.4,2,"3",16,"1","1","เพื่อศึกษาต่อในต่างประเทศ",10.4,0.4,"2","1","2","3","3","3","3","3","3","3","2","3","3","3","3"
325,"Public","ชาย","ภาคกลาง",39.6131270567463,"เรียนผ่านการลงมือทำ",7,"ชมรมวิชาการ",0.8,5.9,10.1,2,"1",11,"3","3","เพื่อศึกษาต่อในประเทศ",14,10.9,"3","3","3","3","3","3","3","3","3","3","3","3","3","2","2"
326,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",36.281651632163744,"เรียนผ่านการลงมือทำ",3.6,"กีฬา",3.6,5.8,7.2,4,"3",13,"1","1","เพื่อศึกษาต่อในประเทศ",8.4,2.8,"3","3","3","3","3","3","2","3","3","2","3","3","3","3","3"
327,"Private","หญิง","ภาคใต้",30.69952651741824,"เรียนผ่านการลงมือทำ",6,"ศิลปะ",1.6,2.2,8.2,4,"1",21,"2","1","เพื่อศึกษาต่อในประเทศ",5.7,0,"3","3","3","3","3","2","3","3","3","3","3","3","3","3","3"
328,"Public","ชาย","ภาคกลาง",47.450954315878924,"เรียนผ่านการฟัง",6.8,"กีฬา",0.2,4.9,9,2,"2",8,"3","2","เพื่อศึกษาต่อในประเทศ",13.7,11,"3","1","3","3","1","3","3","3","3","3","2","2","3","1","3"
329,"Public","ชาย","ภาคกลาง",47.676191349433985,"เรียนผ่านการลงมือทำ",7.2,"ชมรมวิชาการ",1,6.8,6.2,1,"1",10,"2","1","เพื่อศึกษาต่อในต่างประเทศ",13.4,10.1,"1","1","1","1","1","1","1","3","3","3","1","1","2","1","1"
330,"Private","หญิง","ภาคเหนือ",50.14621262391922,"เรียนผ่านการลงมือทำ",2.2,"กีฬา",2.7,6.1,9.7,3,"3",14,"2","3","เพื่อศึกษาต่อในประเทศ",13.8,7.8,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
331,"Private","หญิง","ภาคกลาง",24.009656033878596,"เรียนผ่านการอ่าน-เขียน",7.7,"กีฬา",1.7,4.2,6.9,4,"1",15,"3","2","ยังไม่มีเป้าหมายชัดเจน",8.4,0.2,"3","3","3","3","3","3","1","3","3","3","3","3","2","3","2"
332,"Private","หญิง","ภาคเหนือ",74.93168529107558,"เรียนผ่านการอ่าน-เขียน",1.1,"ชมรมวิชาการ",2.2,4.4,14.1,4,"5",6,"3","5","เพื่อศึกษาต่อในประเทศ",11.7,13.3,"3","3","3","3","3","3","5","4","5","5","4","5","3","4","5"
333,"Public","หญิง","ภาคเหนือ",45.024921774566174,"เรียนผ่านการฟัง",8.9,"กีฬา",2.3,6.5,7.9,3,"2",14,"3","2","เพื่อศึกษาต่อในประเทศ",9.5,4.9,"3","2","3","3","3","3","3","3","3","3","2","3","3","3","3"
334,"Public","ชาย","ภาคเหนือ",20.889850166460274,"เรียนผ่านการลงมือทำ",0.1,"กีฬา",1,7,6.8,2,"1",23,"1","1","ยังไม่มีเป้าหมายชัดเจน",11.9,0.1,"3","3","3","3","3","3","1","1","2","2","3","2","3","3","3"
335,"Private","ชาย","ภาคเหนือ",29.141287984146228,"เรียนผ่านการลงมือทำ",1,"ชมรมวิชาการ",2.5,4.3,5.3,3,"1",12,"1","1","ยังไม่มีเป้าหมายชัดเจน",9.6,2.4,"3","2","3","2","3","3","2","3","2","2","3","2","2","3","3"
336,"Public","หญิง","ภาคใต้",46.89028902130911,"เรียนผ่านการลงมือทำ",11.1,"ชมรมวิชาการ",2.1,9.8,10.7,3,"3",9,"5","5","เพื่อศึกษาต่อในประเทศ",10.8,10.6,"3","3","3","3","3","3","3","2","3","3","2","3","2","3","2"
337,"Private","ชาย","ภาคใต้",39.039964257818994,"เรียนผ่านการอ่าน-เขียน",5.4,"ชมรมวิชาการ",1.5,4.7,6,3,"1",10,"3","1","เพื่อศึกษาต่อในต่างประเทศ",10.5,7.2,"3","3","3","3","3","2","1","2","3","1","2","3","3","3","3"
338,"Private","หญิง","ภาคใต้",28.57892238824525,"เรียนผ่านการลงมือทำ",1.5,"กีฬา",0.3,3.7,7.3,4,"2",12,"1","1","ยังไม่มีเป้าหมายชัดเจน",7.7,1.4,"4","3","3","3","3","1","3","3","3","2","3","3","3","3","3"
339,"Public","ชาย","ภาคใต้",48.48458753769925,"เรียนผ่านการลงมือทำ",10.2,"ชมรมวิชาการ",1.5,4.9,9,3,"3",8,"3","3","เพื่อศึกษาต่อในประเทศ",9.6,7.5,"3","3","3","3","3","1","3","3","1","3","2","3","3","3","3"
340,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",27.49252170603381,"เรียนผ่านการอ่าน-เขียน",3.2,"กีฬา",2.1,2,7.2,3,"3",12,"2","1","ยังไม่มีเป้าหมายชัดเจน",7.5,1.4,"3","3","3","2","2","3","3","3","3","3","3","3","3","3","3"
341,"Private","หญิง","ภาคใต้",33.07964754133764,"เรียนผ่านการลงมือทำ",3.7,"กีฬา",3.2,5.6,5,4,"3",10,"1","1","เพื่อศึกษาต่อในประเทศ",8.9,1.5,"3","3","3","3","3","3","4","3","3","4","3","3","3","3","3"
342,"Public","ชาย","ภาคตะวันออกเฉียงเหนือ",46.119475538737724,"เรียนผ่านการลงมือทำ",4.9,"กีฬา",3.5,5.1,7.5,2,"3",11,"3","1","เพื่อศึกษาต่อในประเทศ",7.7,4.8,"3","3","3","1","3","3","3","3","2","3","3","3","3","2","3"
343,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",49.526165805075856,"เรียนผ่านการอ่าน-เขียน",6,"ชมรมวิชาการ",2.3,4.8,9,4,"3",9,"3","2","เพื่อศึกษาต่อในประเทศ",12.4,10.1,"3","3","3","3","3","2","3","3","3","3","3","3","3","3","3"
344,"Public","ชาย","ภาคตะวันออกเฉียงเหนือ",56.964274118513885,"เรียนผ่านการฟัง",7.4,"ศิลปะ",1.3,11,9.5,3,"4",14,"3","3","เพื่อศึกษาต่อในประเทศ",13.2,5.3,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
345,"Private","ชาย","ภาคกลาง",55.61466937483731,"เรียนผ่านการลงมือทำ",8.8,"ชมรมวิชาการ",1.7,13.2,10,2,"3",7,"4","4","เพื่อศึกษาต่อในประเทศ",14.4,14.8,"1","1","3","1","2","3","3","3","3","3","1","1","3","1","3"
346,"Public","ชาย","ภาคตะวันออกเฉียงเหนือ",30.978231772611956,"เรียนผ่านการอ่าน-เขียน",6.5,"กีฬา",0.9,8.5,7.7,3,"3",10,"1","1","เพื่อศึกษาต่อในประเทศ",7.9,4.2,"3","3","3","3","3","4","3","3","3","3","3","3","3","3","3"
347,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",44.657744872891506,"เรียนผ่านการลงมือทำ",7.6,"ชมรมวิชาการ",1.5,12.8,13.7,3,"3",5,"5","5","เพื่อศึกษาต่อในประเทศ",4.1,9.1,"3","3","3","3","3","3","3","3","3","3","3","2","3","3","3"
348,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",60.82144442404685,"เรียนผ่านการอ่าน-เขียน",8.6,"ชมรมวิชาการ",2.4,12.2,11.1,4,"3",9,"3","5","เพื่อศึกษาต่อในประเทศ",13.6,14.8,"3","3","3","3","3","3","3","3","3","3","3","3","2","3","3"
349,"Public","หญิง","ภาคใต้",45.22118880480655,"เรียนผ่านการฟัง",4.7,"ศิลปะ",1.2,4.4,11.3,3,"2",6,"1","2","เพื่อศึกษาต่อในประเทศ",8.8,8.8,"3","3","3","2","3","3","3","3","3","3","3","3","3","3","3"
350,"Public","หญิง","ภาคเหนือ",71.46441880075645,"เรียนผ่านการลงมือทำ",14.5,"กีฬา",2.5,3.8,8.6,3,"1",9,"4","1","เพื่อศึกษาต่อในต่างประเทศ",14.5,14.4,"3","3","3","3","3","3","1","2","1","3","3","3","3","3","3"
351,"Public","ชาย","ภาคตะวันออกเฉียงเหนือ",38.67621639847908,"เรียนผ่านการลงมือทำ",9.3,"ชมรมวิชาการ",1.8,0.3,8.3,3,"2",9,"1","1","เพื่อสำเร็จการศึกษาขั้นพื้นฐาน",7.5,3.9,"3","3","3","3","3","3","3","2","3","3","3","3","3","3","3"
352,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",68.09894041301304,"เรียนผ่านการอ่าน-เขียน",5.1,"ชมรมวิชาการ",0.6,1.3,10.5,5,"3",7,"3","4","เพื่อศึกษาต่อในประเทศ",10.7,8.5,"3","4","3","3","4","2","3","3","3","3","4","5","4","4","4"
353,"Public","หญิง","ภาคตะวันออกเฉียงเหนือ",43.42139848598605,"เรียนผ่านการอ่าน-เขียน",3.1,"ชมรมวิชาการ",1.1,9.5,8.6,1,"4",10,"4","3","เพื่อศึกษาต่อในประเทศ",9.7,8.8,"3","1","2","1","1","3","3","3","3","3","1","1","1","1","1"
354,"Private","ชาย","ภาคกลาง",43.05299910111464,"เรียนผ่านการอ่าน-เขียน",6.2,"ชมรมวิชาการ",0.5,10.2,9.2,3,"2",14,"1","2","เพื่อศึกษาต่อในต่างประเทศ",9.1,4.4,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
355,"Private","หญิง","ภาคกลาง",45.39721967123747,"เรียนผ่านการอ่าน-เขียน",2.3,"กีฬา",1.4,2.1,8,4,"3",17,"1","1","เพื่อศึกษาต่อในประเทศ",8.1,0.4,"3","2","3","3","3","3","3","4","3","3","2","3","3","2","3"
356,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",61.853854997421884,"เรียนผ่านการลงมือทำ",5.9,"กีฬา",3.5,9.2,8.8,4,"2",9,"4","1","เพื่อศึกษาต่อในประเทศ",13.9,12.7,"3","3","3","3","4","2","2","3","2","2","3","5","3","3","3"
357,"Private","ชาย","ภาคเหนือ",26.25741400936997,"เรียนผ่านการอ่าน-เขียน",4.8,"ชมรมวิชาการ",1.9,3.8,7.2,3,"3",10,"3","1","เพื่อศึกษาต่อในต่างประเทศ",10.2,6.5,"3","3","3","3","2","3","3","1","3","3","3","3","3","3","3"
358,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",50.88789327875723,"เรียนผ่านการฟัง",0.2,"ศิลปะ",4.9,5.6,10.6,3,"3",11,"1","3","เพื่อศึกษาต่อในประเทศ",14.6,10,"3","3","3","3","3","4","3","4","4","5","3","3","3","3","3"
359,"Private","ชาย","ภาคเหนือ",51.57068146711101,"เรียนผ่านการลงมือทำ",6.7,"กีฬา",2.4,12.5,9.2,3,"3",10,"3","3","เพื่อศึกษาต่อในประเทศ",9.8,6.4,"3","3","3","3","3","3","5","3","3","2","3","2","3","3","3"
360,"Private","หญิง","ภาคกลาง",34.214766045102266,"เรียนผ่านการอ่าน-เขียน",3.9,"ชมรมวิชาการ",1.6,3.5,8,2,"1",10,"2","1","เพื่อศึกษาต่อในต่างประเทศ",9.4,6,"2","3","2","3","1","1","3","3","3","3","2","2","3","1","2"
361,"Public","หญิง","ภาคใต้",59.446587064821514,"เรียนผ่านการลงมือทำ",11.8,"ชมรมวิชาการ",0.7,12.2,9.2,2,"2",4,"4","3","เพื่อศึกษาต่อในประเทศ",11.6,15.7,"3","2","3","3","3","3","3","3","3","3","3","3","3","3","3"
362,"Public","หญิง","ภาคเหนือ",61.03918458326194,"เรียนผ่านการลงมือทำ",10.6,"ศิลปะ",2.8,11.2,13,2,"2",15,"5","5","เพื่อศึกษาต่อในประเทศ",13.6,11.2,"3","2","3","1","3","3","3","3","3","3","3","2","3","2","2"
363,"Private","หญิง","ภาคเหนือ",50.20251436452881,"เรียนผ่านการอ่าน-เขียน",7.9,"กีฬา",1,2.4,10.2,4,"5",17,"1","5","เพื่อศึกษาต่อในประเทศ",6.4,0.1,"4","3","3","3","3","3","4","3","3","3","3","4","3","3","3"
364,"Public","หญิง","ภาคเหนือ",37.21112668799037,"เรียนผ่านการลงมือทำ",10.4,"ศิลปะ",1.4,7.2,9.3,1,"5",5,"5","4","เพื่อศึกษาต่อในประเทศ",12.2,14.8,"2","2","1","1","2","3","3","3","1","3","1","1","2","3","1"
365,"Public","หญิง","ภาคใต้",43.901876223772724,"เรียนผ่านการลงมือทำ",11,"กีฬา",1.1,7.8,6.9,2,"3",9,"3","1","เพื่อศึกษาต่อในต่างประเทศ",10.7,7.5,"3","3","2","2","3","2","3","3","3","1","2","2","3","2","1"
366,"Public","ชาย","ภาคกลาง",52.23330658645399,"เรียนผ่านการฟัง",9.1,"ศิลปะ",0.9,3.6,8.5,2,"3",8,"3","4","เพื่อศึกษาต่อในประเทศ",13.3,11.4,"3","3","3","3","3","3","4","3","3","3","3","3","3","3","2"
367,"Private","ชาย","ภาคใต้",39.64852321776827,"เรียนผ่านการลงมือทำ",6.6,"ชมรมวิชาการ",2.1,11,6.9,3,"1",12,"1","2","เพื่อศึกษาต่อในประเทศ",12.7,6.2,"3","2","2","3","3","3","2","3","3","3","2","3","3","3","3"
368,"Private","หญิง","ภาคกลาง",35.61393580364816,"เรียนผ่านการลงมือทำ",8.1,"ชมรมวิชาการ",0.2,8.3,9.6,4,"1",18,"3","3","เพื่อศึกษาต่อในประเทศ",9.3,3,"3","3","3","4","4","3","3","3","3","3","3","3","3","3","3"
369,"Public","หญิง","ภาคกลาง",32.720098226802186,"เรียนผ่านการลงมือทำ",8.5,"ชมรมวิชาการ",2,6.3,8.9,2,"1",15,"3","3","เพื่อศึกษาต่อในประเทศ",14,6.8,"3","3","2","3","2","3","3","3","3","3","1","3","1","2","3"
370,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",68.55556690928724,"เรียนผ่านการอ่าน-เขียน",8.7,"ชมรมวิชาการ",0,7.6,10.3,3,"3",7,"3","3","เพื่อศึกษาต่อในประเทศ",14.2,15.9,"3","2","3","3","3","3","3","3","3","3","3","3","3","3","1"
371,"Public","หญิง","ภาคตะวันออกเฉียงเหนือ",34.557578379085946,"เรียนผ่านการฟัง",2.3,"ศิลปะ",2.5,1.3,6.2,1,"2",14,"1","1","เพื่อศึกษาต่อในประเทศ",8.8,1.3,"3","1","3","1","1","3","3","3","3","3","2","3","2","3","1"
372,"Private","หญิง","ภาคกลาง",56.922407278547645,"เรียนผ่านการอ่าน-เขียน",3.4,"ชมรมวิชาการ",2.1,7,8.7,3,"3",6,"3","1","เพื่อศึกษาต่อในต่างประเทศ",10.6,12.7,"3","3","3","3","3","2","3","3","3","3","3","2","3","2","3"
373,"Private","หญิง","ภาคกลาง",61.85526635820301,"เรียนผ่านการอ่าน-เขียน",8.3,"ชมรมวิชาการ",2.4,5.7,13.5,4,"5",2,"5","5","เพื่อศึกษาต่อในประเทศ",7.4,14.3,"3","3","3","3","3","3","3","3","3","3","3","3","3","1","3"
374,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",78.84239108163807,"เรียนผ่านการลงมือทำ",6.6,"กีฬา",2.5,7,16,5,"5",3,"5","5","เพื่อศึกษาต่อในประเทศ",11,18.5,"4","4","3","3","3","3","5","3","4","3","3","5","3","4","5"
375,"Private","ชาย","ภาคกลาง",56.036964076751055,"เรียนผ่านการอ่าน-เขียน",3.6,"กีฬา",2.2,7.7,9.2,4,"4",9,"3","3","เพื่อศึกษาต่อในต่างประเทศ",16.5,14.8,"3","4","3","3","3","2","3","3","3","3","3","3","3","3","3"
376,"Public","หญิง","ภาคตะวันออกเฉียงเหนือ",34.8993580479307,"เรียนผ่านการฟัง",6.4,"กีฬา",0.4,7.3,7.2,2,"1",16,"2","1","เพื่อศึกษาต่อในประเทศ",10.7,3.1,"3","3","3","2","2","3","3","3","3","3","3","3","3","2","2"
377,"Public","ชาย","ภาคใต้",32.74499958779713,"เรียนผ่านการฟัง",10.5,"กีฬา",0.6,3.1,5.3,2,"1",11,"1","1","เพื่อสำเร็จการศึกษาขั้นพื้นฐาน",8.1,3.1,"2","1","2","1","2","3","2","3","2","3","2","3","1","1","2"
378,"Public","ชาย","ภาคเหนือ",52.73103802863671,"เรียนผ่านการลงมือทำ",10.9,"กีฬา",0.2,0.9,10.2,2,"3",13,"3","1","เพื่อศึกษาต่อในประเทศ",13.2,8.4,"3","3","3","3","2","5","3","3","3","3","1","3","3","3","3"
379,"Private","หญิง","ภาคกลาง",34.752375393353034,"เรียนผ่านการอ่าน-เขียน",1.9,"กีฬา",2.2,5.3,10,4,"3",10,"1","3","เพื่อศึกษาต่อในประเทศ",10.6,7.1,"3","4","3","3","3","4","3","3","3","3","3","3","3","3","3"
380,"Private","ชาย","ภาคกลาง",48.766669345636295,"เรียนผ่านการอ่าน-เขียน",4.8,"กีฬา",2.2,0.5,7.8,4,"3",11,"3","1","ยังไม่มีเป้าหมายชัดเจน",10.7,6,"3","3","3","3","3","2","1","3","3","2","3","3","3","3","3"
381,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",32.451604803479526,"เรียนผ่านการลงมือทำ",3.8,"กีฬา",3.6,4.1,5.1,4,"1",17,"1","1","เพื่อสำเร็จการศึกษาขั้นพื้นฐาน",9.2,0.1,"3","3","3","3","3","3","1","3","2","2","3","3","3","3","3"
382,"Private","ชาย","ภาคใต้",63.51325281255921,"เรียนผ่านการอ่าน-เขียน",4.3,"ชมรมวิชาการ",4,10.6,12.6,4,"3",8,"4","5","เพื่อศึกษาต่อในประเทศ",14.6,15.6,"3","3","3","5","3","3","3","4","3","3","3","3","3","3","3"
383,"Private","หญิง","ภาคเหนือ",33.1869528403431,"เรียนผ่านการอ่าน-เขียน",4.1,"ชมรมวิชาการ",3.1,5.9,6.4,3,"1",13,"1","1","เพื่อศึกษาต่อในต่างประเทศ",13.2,5.1,"2","2","3","3","3","3","2","3","3","3","2","3","2","3","2"
384,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",52.930926479036,"เรียนผ่านการลงมือทำ",6.2,"ชมรมวิชาการ",1.7,6,12,3,"5",12,"4","4","เพื่อศึกษาต่อในประเทศ",6.9,6.3,"3","3","3","3","2","3","3","4","3","3","1","3","3","3","3"
385,"Public","หญิง","ภาคเหนือ",33.263417943389605,"เรียนผ่านการลงมือทำ",10,"ศิลปะ",1,3,4,1,"1",4,"5","1","เพื่อศึกษาต่อในต่างประเทศ",10.2,11.2,"1","1","3","2","1","3","1","1","2","1","1","3","1","2","2"
386,"Private","ชาย","ภาคกลาง",47.760999531730995,"เรียนผ่านการลงมือทำ",3.6,"กีฬา",3,4.1,11.2,4,"5",8,"1","3","เพื่อศึกษาต่อในประเทศ",15.6,14.9,"3","3","3","3","3","5","5","5","5","3","3","3","3","3","3"
387,"Public","หญิง","ภาคเหนือ",43.41174318157878,"เรียนผ่านการอ่าน-เขียน",4.4,"กีฬา",2.2,5.5,9.1,3,"1",12,"2","1","เพื่อศึกษาต่อในประเทศ",15,12.1,"3","3","2","3","2","3","2","3","3","3","1","3","3","3","3"
388,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",77.03168372138465,"เรียนผ่านการอ่าน-เขียน",9.7,"ชมรมวิชาการ",2.6,7.1,16.1,5,"5",9,"5","5","เพื่อศึกษาต่อในประเทศ",6.2,10.6,"3","4","5","4","4","3","3","3","3","4","4","5","4","3","5"
389,"Private","ชาย","ภาคเหนือ",52.25372641672446,"เรียนผ่านการอ่าน-เขียน",3.9,"กีฬา",4.9,6.6,7.8,4,"3",14,"3","5","เพื่อศึกษาต่อในต่างประเทศ",7.8,1.2,"3","3","3","3","3","1","3","1","3","2","3","4","3","3","4"
390,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",60.83999507528876,"เรียนผ่านการอ่าน-เขียน",2.6,"กีฬา",1.9,8.3,13.4,5,"5",7,"3","5","เพื่อศึกษาต่อในประเทศ",5.9,9.2,"4","3","3","3","4","4","3","3","3","3","3","3","3","5","3"
391,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",48.44712426436913,"เรียนผ่านการลงมือทำ",4.9,"ชมรมวิชาการ",1.1,3,9.3,4,"1",12,"1","1","เพื่อศึกษาต่อในประเทศ",11.1,5.2,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
392,"Public","หญิง","ภาคกลาง",19.89513053691251,"เรียนผ่านการลงมือทำ",4.6,"กีฬา",0.7,1,8,2,"1",22,"2","1","ยังไม่มีเป้าหมายชัดเจน",12,0,"1","3","1","2","3","3","3","3","3","3","1","1","3","3","3"
393,"Public","ชาย","ภาคเหนือ",21.678265760000556,"เรียนผ่านการฟัง",1.3,"ศิลปะ",3.5,4.3,5.6,2,"1",15,"1","1","เพื่อสำเร็จการศึกษาขั้นพื้นฐาน",15.2,5.6,"3","3","3","2","3","1","1","1","1","3","3","3","3","3","3"
394,"Public","หญิง","ภาคใต้",67.33744991408574,"เรียนผ่านการฟัง",14.5,"ศิลปะ",1.3,10.4,12,2,"3",7,"5","3","เพื่อศึกษาต่อในประเทศ",13.1,15,"3","2","3","3","3","1","2","3","1","2","1","2","3","2","3"
395,"Private","หญิง","ภาคกลาง",42.401440957686056,"เรียนผ่านการลงมือทำ",2.9,"ศิลปะ",3.8,4,8.6,3,"5",10,"3","3","เพื่อศึกษาต่อในประเทศ",12.4,11.8,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
396,"Private","ชาย","ภาคเหนือ",52.37203971386948,"เรียนผ่านการอ่าน-เขียน",1.6,"ชมรมวิชาการ",1.4,3,10.6,4,"3",12,"3","2","เพื่อศึกษาต่อในต่างประเทศ",14.1,8.7,"3","3","3","3","3","3","2","3","3","3","3","4","3","3","3"
397,"Public","ชาย","ภาคเหนือ",72.90437463705219,"เรียนผ่านการลงมือทำ",11.8,"กีฬา",0.8,10.4,13.1,2,"5",6,"5","5","เพื่อศึกษาต่อในประเทศ",15.6,19.8,"1","2","2","2","2","2","4","3","3","3","1","2","1","1","1"
398,"Public","ชาย","ภาคใต้",47.22133239586308,"เรียนผ่านการลงมือทำ",8.2,"กีฬา",1.7,2.4,6.3,4,"1",11,"3","1","เพื่อสำเร็จการศึกษาขั้นพื้นฐาน",15.1,8.4,"3","3","4","3","3","1","2","1","1","1","4","3","3","3","3"
399,"Public","หญิง","ภาคเหนือ",46.92519529818951,"เรียนผ่านการลงมือทำ",10.3,"กีฬา",1.4,10.6,11.8,2,"4",5,"5","5","เพื่อศึกษาต่อในประเทศ",4.2,8.8,"3","2","3","2","1","4","3","3","3","3","1","2","2","3","3"
400,"Public","หญิง","ภาคใต้",48.0283079847517,"เรียนผ่านการลงมือทำ",4.8,"กีฬา",0.6,9.8,9,2,"2",12,"5","1","เพื่อศึกษาต่อในประเทศ",6.8,3.4,"2","3","3","3","2","3","3","3","3","3","3","1","3","1","3"
401,"Private","ชาย","ภาคเหนือ",38.881525989458865,"เรียนผ่านการอ่าน-เขียน",1.6,"ชมรมวิชาการ",3,8.1,7.6,3,"1",10,"1","1","เพื่อศึกษาต่อในประเทศ",8.8,5.5,"3","3","3","3","1","3","3","3","3","3","2","2","3","3","2"
402,"Private","หญิง","ภาคกลาง",46.82510925434272,"เรียนผ่านการลงมือทำ",11.7,"กีฬา",0.5,7,5.1,2,"3",5,"3","1","เพื่อศึกษาต่อในต่างประเทศ",7.6,6.3,"2","2","3","3","3","3","3","3","3","3","2","3","3","3","3"
403,"Public","หญิง","ภาคใต้",31.920072742829905,"เรียนผ่านการลงมือทำ",7.2,"ศิลปะ",1.8,4.9,9.4,2,"1",17,"3","2","เพื่อศึกษาต่อในประเทศ",11,2.5,"3","3","3","3","2","3","3","2","3","3","3","3","3","3","3"
404,"Public","ชาย","ภาคเหนือ",54.53771108313428,"เรียนผ่านการฟัง",7.8,"กีฬา",1.6,11,10.8,2,"4",9,"3","4","เพื่อศึกษาต่อในประเทศ",13.3,12.1,"3","3","3","3","3","5","3","3","3","3","3","3","2","3","3"
405,"Private","ชาย","ภาคใต้",62.84333155645976,"เรียนผ่านการลงมือทำ",4.6,"ชมรมวิชาการ",2.9,7.1,13.4,5,"5",6,"3","3","เพื่อศึกษาต่อในประเทศ",15.1,17.8,"3","3","3","4","4","4","3","4","3","3","3","3","4","3","3"
406,"Public","หญิง","ภาคกลาง",28.067982112693574,"เรียนผ่านการฟัง",6.8,"กีฬา",1.8,4.7,5,2,"1",17,"3","1","เพื่อศึกษาต่อในต่างประเทศ",6,0.1,"1","1","1","3","1","1","2","1","1","1","2","1","3","3","3"
407,"Private","ชาย","ภาคใต้",55.96849068194983,"เรียนผ่านการอ่าน-เขียน",5.4,"ชมรมวิชาการ",3.3,8.6,13,3,"3",5,"5","5","เพื่อศึกษาต่อในประเทศ",11.6,17.1,"3","3","3","3","3","3","3","3","3","3","3","2","1","3","3"
408,"Public","หญิง","ภาคเหนือ",30.80250595910862,"เรียนผ่านการอ่าน-เขียน",1.4,"กีฬา",1.3,7.9,8.2,4,"1",24,"1","1","เพื่อศึกษาต่อในประเทศ",16,0.5,"3","3","3","3","3","3","3","3","1","3","3","3","3","3","3"
409,"Public","ชาย","ภาคกลาง",31.63584423231502,"เรียนผ่านการลงมือทำ",1.6,"กีฬา",3.3,5.9,6.3,3,"4",12,"1","1","เพื่อศึกษาต่อในประเทศ",11.7,4.1,"3","3","3","3","3","2","3","2","3","3","3","3","3","2","3"
410,"Private","หญิง","ภาคใต้",48.4993914611789,"เรียนผ่านการอ่าน-เขียน",1.7,"ชมรมวิชาการ",1.3,6.7,8.1,4,"3",8,"1","2","เพื่อศึกษาต่อในประเทศ",10,5.5,"3","3","3","3","3","3","4","3","3","3","3","3","3","1","3"
411,"Private","หญิง","ภาคใต้",23.41455708569093,"เรียนผ่านการลงมือทำ",3.8,"กีฬา",3.1,7.5,7.2,3,"1",8,"3","1","เพื่อศึกษาต่อในประเทศ",10.1,7.7,"3","3","3","3","2","3","3","3","3","3","3","2","3","3","3"
412,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",53.79741322059368,"เรียนผ่านการลงมือทำ",4.3,"ชมรมวิชาการ",0.7,7.5,9.3,3,"3",9,"3","2","เพื่อศึกษาต่อในประเทศ",8.2,7.2,"2","3","3","3","3","2","3","3","3","3","3","3","3","4","3"
413,"Private","ชาย","ภาคเหนือ",26.27929232862541,"เรียนผ่านการอ่าน-เขียน",0.9,"ชมรมวิชาการ",2.1,3.9,6.5,3,"3",14,"1","1","เพื่อศึกษาต่อในประเทศ",11.1,2.8,"2","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
414,"Private","หญิง","ภาคกลาง",60.31140623709122,"เรียนผ่านการอ่าน-เขียน",5.1,"ชมรมวิชาการ",1.3,3.7,12.4,4,"4",6,"5","5","เพื่อศึกษาต่อในประเทศ",11.6,13,"3","4","3","3","3","3","3","3","3","3","3","3","3","3","3"
415,"Public","หญิง","ภาคตะวันออกเฉียงเหนือ",34.05084694921252,"เรียนผ่านการลงมือทำ",8.3,"กีฬา",1.6,12.9,7.6,2,"1",15,"2","1","เพื่อศึกษาต่อในประเทศ",11.3,3.3,"3","3","2","3","2","2","1","2","3","3","3","2","3","1","3"
